gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000137767.14,SQOR,58.420727266483539,1.236674922532579,0.66133149904227051,0.00094339619826582085,0.098442257386141999
ENSG00000105767.3,CADM4,2330.1908155996662,-0.3567480533171013,0.15503374633190459,0.00094791650374688235,0.098442257386141999
ENSG00000127152.18,BCL11B,230.52541347516461,-0.63528758415330089,0.30694579579698172,0.00096016213215895118,0.099123956921758696
ENSG00000288838.1,ENSG00000288838,48.262711778529138,-0.87089582386969921,0.41367519547889697,0.000969079868896624,0.099456096897878807
ENSG00000123384.14,LRP1,3333.6579784169198,-0.84053705508951693,0.41120495706525378,0.00098767284582164166,0.1003812503321125
ENSG00000263272.1,ENSG00000263272,253.34023603913741,-0.70525912234719546,0.3446557170729615,0.00099156486592907552,0.1003812503321125
ENSG00000174721.10,FGFBP3,1328.2685848410019,-0.70457639780842762,0.34585871628002218,0.0009953548637276024,0.1003812503321125
ENSG00000254912.2,MPHOSPH10P2,14.863931954769409,0.010224282673127701,0.080948417066441694,0.0010100898926743,
ENSG00000172476.4,RAB40A,165.3547609439031,-0.5639614480616979,0.26311029332756769,0.0010119719643468001,0.1014705451836756
ENSG00000101335.10,MYL9,237.0599178544656,1.034382343701773,0.52708618935164409,0.0010405934125155001,0.1037441901037694
ENSG00000287180.1,ENSG00000287180,17.51253055294093,-0.0432518089926507,0.097711047864160405,0.001049671703079,
ENSG00000145451.13,GLRA3,1309.8858404137579,0.61692504269827786,0.29346106058505828,0.001064540018672,0.10514164056506781
ENSG00000140481.15,CCDC33,115.25870996356861,0.86318607703793293,0.42105639171906661,0.0010687488042331,0.10514164056506781
ENSG00000130545.16,CRB3,49.093399320528981,1.392846099693291,0.72412654438296242,0.0010747775994644001,0.10514164056506781
ENSG00000248508.10,SRP14-DT,206.32381595316781,0.48292804018084429,0.22501963330168051,0.0010787157483319,0.10514164056506781
ENSG00000132429.10,POPDC3,192.4610729684473,0.91658306664669742,0.44886173202155649,0.0010913729009864,0.10547765051605019
ENSG00000102837.7,OLFM4,45.867392456034167,1.2493637399563691,0.67251813603935529,0.0010973851102318,0.10547765051605019
ENSG00000168301.13,KCTD6,1151.4564779944731,0.31290053670357348,0.136084980060521,0.0011002999022135999,0.10547765051605019
ENSG00000284882.2,ENSG00000284882,23.4096050141086,1.0205141885671161,0.51272327487763436,0.0011045478907482,
ENSG00000270270.1,BNIP3P10,8.462900362836546,-0.021779912801777001,0.084277642229934599,0.0011056112309873001,
ENSG00000123595.8,RAB9A,1321.313128876398,0.53992146176737599,0.25807242543638009,0.0011130993696630001,0.1058703289185134
ENSG00000165194.15,PCDH19,1308.942660338543,-0.053402231596854803,0.1080199354144331,0.0011165323849949001,0.1058703289185134
ENSG00000196353.13,CPNE4,225.13434962997439,-0.62417591958655183,0.30679031773898779,0.0011376668973950999,0.1072912127505595
ENSG00000109854.14,HTATIP2,449.41877937802423,0.56791212629355992,0.280648351034472,0.0011812019698048,0.1107048459486857
ENSG00000197951.10,ZNF71,1241.533198122718,-0.36155095188250108,0.1648855851187552,0.0011865539171434999,0.1107048459486857
ENSG00000150593.18,PDCD4,2044.9800976659719,0.4930212655932722,0.23523329306719071,0.001207820888959,0.1120896332429159
ENSG00000174080.12,CTSF,322.74985000541898,0.0109603430986813,0.081097904289215303,0.0012158882825775001,0.11224128500598431
ENSG00000269113.4,TRABD2B,70.084684771474272,-1.2441806913570479,0.71422470072527,0.0012277496292954001,0.1127397251700972
ENSG00000167705.12,RILP,77.767822620021917,0.73155670520615934,0.36760100805550028,0.0012460884392370001,0.11356504677685381
ENSG00000197696.10,NMB,198.33479514453299,0.83652293777081355,0.44385403580010108,0.0012497557735515999,0.11356504677685381
ENSG00000263499.1,ENSG00000263499,9.7864682848329245,-0.0173431023718888,0.082685697989950194,0.0012609214038429,
ENSG00000253304.2,TMEM200B,83.556528102889686,0.56596211366830218,0.27765511988015501,0.0012623836214885999,0.1141181712130221
ENSG00000154146.13,NRGN,62.264874545500099,-0.043157351604207701,0.097573594485779999,0.0013021688775753,0.11710794024256151
ENSG00000109956.13,B3GAT1,1594.1672355546859,-0.81799170133020238,0.43774202019156699,0.0013219696896838,0.11755971604242051
ENSG00000140538.17,NTRK3,2183.9357028255722,-0.71029011451504853,0.38142991845880492,0.0013308491147357999,0.11755971604242051
ENSG00000091879.14,ANGPT2,239.87244642507281,0.55765793463565672,0.27729525131754329,0.0013340730097774001,0.11755971604242051
ENSG00000287996.1,ENSG00000287996,57.349254585572623,-1.5214257489633951,0.83686398590080069,0.0013341447685217001,0.11755971604242051
ENSG00000153832.12,FBXO36,523.78691883431509,0.3488215702930334,0.16160218382117031,0.0013445783587836,0.1178837116869265
ENSG00000157306.14,ZFHX2-AS1,13.421731199213401,-0.027897536846499899,0.087083950430126303,0.0013515453744458001,
ENSG00000139910.20,NOVA1,2777.1113717157091,-0.77456731016250469,0.428837162063192,0.0013917903515978001,0.12064122745062179
ENSG00000108830.11,RND2,3034.3636723502232,-0.37905842191440597,0.17585539085295759,0.0013925163007590001,0.12064122745062179
ENSG00000141431.14,ASXL3,3878.5299197256459,-0.40723263578623131,0.19995548890640061,0.0013967746859073001,0.12064122745062179
ENSG00000102468.11,HTR2A,451.93289010027269,0.71702065029035023,0.37725512189364407,0.0014145564520761001,0.12078554085262661
ENSG00000141449.16,GREB1L,3183.1030274765608,-0.58053837878269587,0.29125692499183381,0.0014166000979340999,0.12078554085262661
ENSG00000196376.11,SLC35F1,4619.900234876065,-0.55229867965696811,0.2921859506179833,0.0014192145282735001,0.12078554085262661
