"","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000071082.11","RPL31",4883.26385103372,-0.000297168246683702,0.100746050797813,-0.00294967638265136,0.997646502167722,1
"ENSG00000204634.13","TBC1D8",688.083085074603,0.0328755138480127,0.395730939506393,0.0830754195995371,0.933791570588983,1
"ENSG00000272902.2","TBC1D8-AS1",30.1551206215411,0.135635233562435,0.34606438651831,0.391936410813709,0.695105198996603,1
"ENSG00000158435.8","CNOT11",728.67421928113,0.017096300191336,0.083040508098141,0.2058790412401,0.836885397408067,1
"ENSG00000163162.9","RNF149",529.405023838405,-0.0196173417229034,0.102460319370703,-0.191462820371734,0.848163006708207,1
"ENSG00000175874.10","CREG2",2002.75330651491,0.0188570586226077,0.186216781507584,0.101264013210537,0.919340882604808,1
"ENSG00000196460.14","RFX8",4.60838193871325,0.959153323245808,1.06699574146865,0.898928914116937,0.368690525716148,1
"ENSG00000071054.17","MAP4K4",6898.43344933336,0.0425331747475312,0.132686204416203,0.320554611797588,0.748547938277838,1
"ENSG00000281162.4","LINC01127",3.82417693150413,-0.488854221248552,0.897264844232782,-0.544827120320928,0.585872424306415,1
"ENSG00000115590.14","IL1R2",2.97525892377566,-1.07386761752962,1.14917232875304,-0.934470479893012,0.350061256569942,1
"ENSG00000115594.12","IL1R1",9.33895116572506,-0.113679999976129,1.42568615169217,-0.079737044398727,0.936446396070609,1
"ENSG00000115598.10","IL1RL2",0.821805245627818,-1.36475412982643,2.38846652969328,-0.571393449671531,0.567732968305943,1
"ENSG00000115604.12","IL18R1",76.5128195921101,0.112351481135382,0.870385348163332,0.129082459134295,0.897292401464396,1
"ENSG00000115607.10","IL18RAP",1.57757587249549,-3.9751788446708,2.236128557577,-1.77770586185715,0.0754521764395478,1
"ENSG00000115616.3","SLC9A2",25.4178915732914,-0.122831425992801,0.365930003688016,-0.335669184693376,0.737120345896047,1
"ENSG00000135953.11","MFSD9",1115.78490582731,0.0611481751513401,0.0771540526733464,0.792546509646464,0.42804208395938,1
"ENSG00000170417.16","TMEM182",285.391704606556,0.0504222257451382,0.159364510917733,0.316395572984045,0.751702276758315,1
"ENSG00000229209.1","ENSG00000229209",1.04796343178693,-1.93968611951494,2.1494910386815,-0.902393210582888,0.36684802644368,1
"ENSG00000235597.3","LINC01102",3.3533581887636,-0.650235455495031,1.33646861186004,-0.486532530375003,0.626589646852102,1
"ENSG00000288565.1","ENSG00000288565",0.589000165313003,-0.0273769658144746,4.24343513956242,-0.00645160463494153,0.994852399979334,1
"ENSG00000228528.2","ENSG00000228528",1.69912083301734,-0.0308892984236809,1.83267880036829,-0.016854725671227,0.986552511311123,1
"ENSG00000234177.5","LINC01114",1.95471210348549,0.752155379880876,1.64184729967285,0.458115307087784,0.6468696022535,1
"ENSG00000233639.9","PANTR1",10.79248280722,0.641264424618317,1.16331969200613,0.551236628267218,0.581471474042699,1
"ENSG00000269707.2","ENSG00000269707",2.13983264903764,-1.06578650720338,1.76621870617473,-0.603428388272285,0.546223741719926,1
"ENSG00000198914.5","POU3F3",116.186793462632,-0.0168460833135954,0.923832386712495,-0.0182349997206128,0.985451381533979,1
"ENSG00000289498.1","ENSG00000289498",2.27568897892551,-0.0534950116842499,1.28734892366208,-0.041554399666622,0.966853925611139,1
"ENSG00000287135.1","ENSG00000287135",0.580877550312005,-1.0297212576849,5.34697307482373,-0.192580221234581,0.847287736126981,1
"ENSG00000224509.4","MRPS9-AS2",7.41514021974318,-0.364611309890521,0.733796209073639,-0.496883610710955,0.619271129619504,1
"ENSG00000135972.9","MRPS9",728.458569076485,0.0470376405637409,0.0686155233174017,0.685524765965192,0.493012838085951,1
"ENSG00000226508.1","LINC01918",7.42039330550213,-0.56009128920136,0.59318176364916,-0.944215286990226,0.34505964490605,1
"ENSG00000135973.3","GPR45",145.056103709721,0.0728948643291422,0.156276818879875,0.466447070343647,0.640895525704024,1
"ENSG00000272861.1","ENSG00000272861",1.00580529970553,0.446364643020506,1.73615281886017,0.257099857899351,0.797101687241731,1
"ENSG00000135966.14","TGFBRAP1",1190.73790087124,0.0291438648341735,0.162214911800681,0.17966205764106,0.857417882293273,1
"ENSG00000235319.1","ENSG00000235319",4.01239418941202,0.879739817541767,0.963711720686804,0.912866159721298,0.361312937254516,1
"ENSG00000272994.2","C2orf49-DT",104.59013342041,-0.0898777586748521,0.154173531470813,-0.582964908550903,0.559916923484744,1
"ENSG00000135974.10","C2orf49",850.758883817136,-0.0456869422376267,0.0688172614601515,-0.663887827970046,0.506762107286869,1
"ENSG00000115641.19","FHL2",106.527718894636,-0.105636628419949,0.408724330710805,-0.25845446547368,0.796056186611406,1
"ENSG00000238273.3","ENSG00000238273",0.695109045612994,0,2.80991295376061,0,1,1
"ENSG00000287036.1","LINC02946",3.23135960611024,-0.566679924009256,1.31832191620691,-0.429849429826451,0.667305173576171,1
"ENSG00000071051.14","NCK2",1300.58213358034,-0.143598970711958,0.247666057115384,-0.579808845767902,0.562043531688998,1
"ENSG00000235522.6","ENSG00000235522",0.679096217692084,1.89056526502202,3.48170858420103,0.542999283053399,0.587130296062994,1
"ENSG00000119147.10","ECRG4",4.49757013424943,0.616233613714332,0.969114283013286,0.635873007462304,0.524859197301068,1
"ENSG00000115652.15","UXS1",962.372179056454,-0.0374894879126696,0.0843252269776768,-0.444582116839058,0.656621773440347,1
"ENSG00000153165.19","RGPD3",27.515067129973,0.151124617366314,0.317750317303483,0.475608076960549,0.634353620071748,1
"ENSG00000254126.8","CD8B2",1.37221250129994,-1.00434420857135,1.99977980814139,-0.502227397477725,0.61550757293274,1
"ENSG00000214199.3","EEF1A1P12",0.891705137141083,-2.00127256734943,2.67401124677955,-0.748415912520811,0.454209327391069,1
"ENSG00000144057.16","ST6GAL2",944.790469899677,0.090751851268914,0.19814988112589,0.457995991485136,0.64695532114711,1
"ENSG00000238250.1","ST6GAL2-IT1",2.05759564778581,1.23816821344079,1.45771529802655,0.849389599681789,0.395664538403322,1
"ENSG00000225588.2","ENSG00000225588",0.890050823168727,-0.437967701415867,4.0735777573012,-0.107514260806949,0.914381012411017,1
"ENSG00000237880.2","LINC01885",3.49418182426716,0.257335752514694,0.980484749433156,0.262457679901157,0.792968608541961,1
"ENSG00000224568.3","LINC01886",0.826735864992489,0.368837177847792,2.19120263368942,0.168326366615745,0.866326532235863,1
"ENSG00000196862.10","RGPD4",16.0381316106031,-0.144979505525669,0.514401218511232,-0.28184129490452,0.7780652051601,1
"ENSG00000115665.9","SLC5A7",1427.01673005872,0.0500030598812271,0.974861835740121,0.0512924581187081,0.959092477745017,1
"ENSG00000231221.1","LINC01593",0.735876510424765,-0.624104470247181,1.99548252254596,-0.312758675255601,0.75446401371278,1
"ENSG00000225328.2","LINC01594",0.922985775476848,1.821618844409,2.25862910196994,0.806515263094862,0.419945810946692,1
"ENSG00000198203.10","SULT1C2",32.2372053515563,0.821695302081705,0.624856682942594,1.31501402563569,0.188505188773644,1
"ENSG00000198075.10","SULT1C4",403.720712472235,-0.0367839484671705,0.368939634130411,-0.0997018077330458,0.920581065332127,1
"ENSG00000135968.22","GCC2",1390.9562390498,0.00568770555231212,0.164482611036766,0.03457937295901,0.972415149656084,1
"ENSG00000214184.3","GCC2-AS1",2.60714803088193,0.565912854859681,0.905420974952701,0.625027330396498,0.531953120711831,1
"ENSG00000169756.17","LIMS1",347.892312527153,0.0699710686495602,0.51903246781711,0.134810581202823,0.892761639623277,1
"ENSG00000153201.17","RANBP2",5806.39684664192,0.126621129490186,0.110374281426091,1.14719776975376,0.2512998931218,1
"ENSG00000163006.12","CCDC138",177.522916871715,0.0726592271379271,0.334666394374484,0.217109421081052,0.828123072112653,1
"ENSG00000227470.1","RPL39P16",10.5548187870836,0.661455102192497,0.540290491881789,1.22425826871152,0.220854814193178,1
"ENSG00000135960.10","EDAR",4.2102020646918,0.0399066445480689,1.75246020934926,0.0227717835390325,0.98183231566044,1
"ENSG00000259863.1","SH3RF3-AS1",14.3633426601094,0.266372145454297,0.739843094789492,0.360038699192142,0.718818193688894,1
"ENSG00000172985.11","SH3RF3",807.584698856112,0.00206748633277562,0.336082838423999,0.00615171647106627,0.995091671363469,1
"ENSG00000186522.15","SEPTIN10",298.543623303659,0.00521087680636518,0.529256817772318,0.00984564890122371,0.992144435666381,1
"ENSG00000198142.5","SOWAHC",725.120023549214,-0.0643220065359985,0.147221228675064,-0.436907143860113,0.66217869082877,1
